account_id,type,amount_credit,trans_count,loan_id,amount_loan,duration,payments,status_loan,year,month,day,fulldate,location,purpose_loan,balance_last,diff_date
A00002885,Credit,605440.0,58,,,,,,,,,,,,96784.0,848
A00002886,Credit,416024.8,140,,,,,,,,,,,,16836.1,1728
A00002887,Credit,705136.8,60,,,,,,,,,,,,61861.4,901
A00002888,Credit,2379.4,28,,,,,,,,,,,,13131.7,952
A00002889,Credit,7644.3,34,,,,,,,,,,,,73241.1,1013
A00002890,Credit,888939.3,72,,,,,,,,,,,,43358.3,1058
A00002891,Credit,397711.60000000003,39,,,,,,,,,,,,29017.1,582
A00002892,Credit,39300.0,12,,,,,,,,,,,,37900.0,360
A00002893,Credit,3000.9,31,,,,,,,,,,,,21735.4,1057
A00002894,Credit,3034611.1,179,,,,,,,,,,,,59943.5,1951
A00002895,Credit,1390852.8,143,,,,,,,,,,,,53613.3,2123
A00002896,Credit,5705.0,66,,,,,,,,,,,,22509.1,2102
A00002897,Credit,972363.9,49,,,,,,,,,,,,91401.2,446
A00002898,Credit,465289.7,52,,,,,,,,,,,,38402.4,768
A00002899,Credit,548444.4,43,,,,,,,,,,,,79359.6,637
A00002900,Credit,113162.3,16,,,,,,,,,,,,11762.4,360
A00002901,Credit,209477.3,53,,,,,,,,,,,,55462.0,631
A00002902,Credit,1570937.0,144,,,,,,,,,,,,41642.9,2163
A00002903,Credit,1340914.8,112,,,,,,,,,,,,21064.3,1687
A00002904,Credit,79405.5,46,,,,,,,,,,,,69245.5,1016
A00002905,Credit,724606.6,106,,,,,,,,,,,,59374.8,1550
A00002906,Credit,494284.6,59,,,,,,,,,,,,13729.4,832
A00002907,Credit,6024.4,62,,,,,,,,,,,,23453.0,1939
A00002908,Credit,400878.2,44,,,,,,,,,,,,80332.5,655
A00002909,Credit,430788.2,80,,,,,,,,,,,,43635.3,1001
A00002910,Credit,3448.5,15,L00005561,437460.0,60.0,7291.0,C,2018.0,8.0,29.0,2018-08-29,18.0,home,42249.6,436
A00002911,Credit,618061.1,110,,,,,,,,,,,,67725.8,1405
A00002912,Credit,2834487.5,156,L00005563,380160.0,60.0,6336.0,C,2016.0,2.0,29.0,2016-02-29,18.0,home,58694.2,1615
A00002913,Credit,4865.1,57,,,,,,,,,,,,17981.9,1829
A00002914,Credit,275927.3,67,,,,,,,,,,,,40322.2,844
A00002915,Credit,34819.2,70,,,,,,,,,,,,65859.9,1987
A00002916,Credit,364003.3,54,,,,,,,,,,,,40488.2,758
A00002917,Credit,530728.7,59,,,,,,,,,,,,46961.8,875
A00002918,Credit,471463.8,33,,,,,,,,,,,,53535.7,391
A00002919,Credit,680197.8,91,,,,,,,,,,,,30299.2,1331
A00002920,Credit,321445.2,27,,,,,,,,,,,,33071.4,413
A00002921,Credit,424067.6,59,,,,,,,,,,,,29712.2,831
A00002922,Credit,1667089.1,122,,,,,,,,,,,,18791.8,1650
A00002923,Credit,3649.4,44,,,,,,,,,,,,15250.9,1451
A00002924,Credit,592974.3,102,,,,,,,,,,,,34616.7,1519
A00002925,Credit,549561.8,161,,,,,,,,,,,,32686.9,2181
A00002926,Credit,872857.5,153,,,,,,,,,,,,44250.7,2177
A00002927,Credit,261122.1,30,,,,,,,,,,,,35446.8,514
A00002928,Credit,6249.1,57,,,,,,,,,,,,26655.7,1843
A00002929,Credit,19141.899999999998,36,,,,,,,,,,,,70148.6,999
A00002930,Credit,1236928.9,82,,,,,,,,,,,,85858.6,859
A00002931,Credit,3772.3,45,,,,,,,,,,,,26360.5,1337
A00002932,Credit,2821373.8,179,,,,,,,,,,,,33974.7,2067
A00002933,Credit,2524974.1,177,L00005568,272520.0,60.0,4542.0,C,2014.0,5.0,17.0,2014-05-17,18.0,home,31046.4,2022
A00002934,Credit,998924.6,71,,,,,,,,,,,,84577.7,814
A00002935,Credit,2879.7,40,,,,,,,,,,,,19544.9,1326
A00002936,Credit,452467.3,95,L00005569,504000.0,60.0,8400.0,C,2018.0,1.0,20.0,2018-01-20,18.0,home,45255.1,1009
A00002937,Credit,1829.3,19,,,,,,,,,,,,12251.0,674
A00002938,Credit,3138215.1,194,,,,,,,,,,,,50202.6,1975
A00002939,Credit,1439.9,15,,,,,,,,,,,,20784.2,551
A00002940,Credit,1530788.3,154,,,,,,,,,,,,38006.4,2016
A00002942,Credit,117808.6,37,,,,,,,,,,,,47912.4,463
A00002944,Credit,317111.5,95,,,,,,,,,,,,46469.7,1085
A00002945,Credit,2235.9,27,,,,,,,,,,,,14166.4,903
A00002946,Credit,3009.5,33,,,,,,,,,,,,15117.2,968
A00002947,Credit,3576.9,30,,,,,,,,,,,,28020.4,874
A00002949,Credit,4733.2,47,,,,,,,,,,,,15553.1,1532
A00002950,Credit,657173.3,63,,,,,,,,,,,,56930.0,916
A00002951,Credit,833876.4,130,,,,,,,,,,,,28496.9,1942
A00002952,Credit,2045.2,17,,,,,,,,,,,,14932.1,612
A00002953,Credit,232592.7,73,,,,,,,,,,,,47384.9,850
A00002954,Credit,553023.6,43,,,,,,,,,,,,86793.9,632
A00002955,Credit,2871.5,24,,,,,,,,,,,,23075.1,825
A00002956,Credit,301653.3,41,,,,,,,,,,,,57217.5,569
A00002957,Credit,968164.4,85,,,,,,,,,,,,56778.7,1252
A00002958,Credit,4825.4,60,,,,,,,,,,,,16265.4,1929
A00002959,Credit,2406816.5,147,,,,,,,,,,,,47335.0,1770
A00002960,Credit,765492.1,108,,,,,,,,,,,,35956.4,1563
A00002961,Credit,2989.1,26,,,,,,,,,,,,32527.0,902
A00002962,Credit,2439589.8,164,L00005576,31248.0,12.0,2604.0,A,2014.0,12.0,21.0,2014-12-21,18.0,debt_consolidation,32824.4,2015
A00002963,Credit,422724.4,51,,,,,,,,,,,,58012.3,752
A00002964,Credit,2182.7,25,,,,,,,,,,,,25812.9,721
A00002965,Credit,3966.1,35,,,,,,,,,,,,25688.2,1178
A00002966,Credit,911437.5,64,,,,,,,,,,,,77737.6,644
A00002967,Credit,388481.3,53,,,,,,,,,,,,23541.1,778
A00002968,Credit,11642.9,48,,,,,,,,,,,,40296.8,1425
A00002969,Credit,60900.0,28,,,,,,,,,,,,37700.0,1290
A00002970,Credit,762403.0,143,,,,,,,,,,,,44179.2,2151
A00002971,Credit,1283629.7,110,,,,,,,,,,,,89812.7,1830
A00002972,Credit,2315598.9,140,,,,,,,,,,,,75999.3,1864
A00002973,Credit,507824.3,58,,,,,,,,,,,,58033.6,868
A00002974,Credit,11564.9,66,,,,,,,,,,,,48784.7,2119
A00002976,Credit,518853.7,59,,,,,,,,,,,,31165.9,864
A00002977,Credit,15972.800000000001,33,,,,,,,,,,,,80343.7,924
A00002978,Credit,305901.9,118,,,,,,,,,,,,12545.7,1455
A00002979,Credit,1404.3,12,,,,,,,,,,,,18628.3,404
A00002980,Credit,5194.1,57,,,,,,,,,,,,17474.6,1848
A00002981,Credit,22251.8,32,,,,,,,,,,,,13148.3,719
A00002982,Credit,29337.800000000003,36,L00005582,41256.0,12.0,3438.0,C,2018.0,4.0,17.0,2018-04-17,18.0,debt_consolidation,69951.0,940
A00002983,Credit,218815.4,68,,,,,,,,,,,,49964.9,889
A00002985,Credit,7744.3,70,,,,,,,,,,,,20958.5,2095
A00002986,Credit,827317.6,65,L00005584,24792.0,24.0,1033.0,C,2017.0,12.0,6.0,2017-12-06,18.0,debt_consolidation,85306.5,996
A00002987,Credit,1624909.2,127,,,,,,,,,,,,73651.3,1932
A00002988,Credit,1083461.8,77,L00005585,88608.0,12.0,7384.0,C,2018.0,7.0,8.0,2018-07-08,18.0,home,49707.8,808
A00002989,Credit,5994.3,59,,,,,,,,,,,,28369.6,1859
A00002990,Credit,185331.5,70,,,,,,,,,,,,42712.1,836
A00002991,Credit,1642573.5,135,,,,,,,,,,,,60382.8,2049
A00002992,Credit,223295.3,38,,,,,,,,,,,,44432.0,538
A00002993,Credit,1383047.9,100,,,,,,,,,,,,14904.8,1052
A00002994,Credit,683286.5,67,L00005586,48744.0,36.0,1354.0,C,2016.0,9.0,14.0,2016-09-14,18.0,debt_consolidation,38418.0,972
A00002995,Credit,242180.4,45,,,,,,,,,,,,-5284.5,747
A00002996,Credit,842204.0,120,,,,,,,,,,,,65272.8,1689
A00002997,Credit,28954.2,26,,,,,,,,,,,,28633.6,478
A00002998,Credit,349749.2,30,,,,,,,,,,,,47355.6,417
A00002999,Credit,169921.4,68,,,,,,,,,,,,23962.6,814
A00003000,Credit,555733.1,145,,,,,,,,,,,,66096.7,1996
A00003001,Credit,529731.9,242,,,,,,,,,,,,26618.3,2108
A00003003,Credit,396939.0,101,,,,,,,,,,,,91827.9,1860
A00003004,Credit,2244.4,25,,,,,,,,,,,,20642.6,861
A00003005,Credit,581741.2,45,L00005589,390000.0,48.0,8125.0,C,2018.0,6.0,5.0,2018-06-05,18.0,home,43197.9,719
A00003006,Credit,4672.6,49,,,,,,,,,,,,17983.6,1460
A00003007,Credit,1742062.9,144,,,,,,,,,,,,45869.2,2158
A00003008,Credit,9819.5,67,,,,,,,,,,,,63369.5,2133
A00003009,Credit,3431.4,32,,,,,,,,,,,,22829.2,1070
A00003010,Credit,202504.0,64,,,,,,,,,,,,81055.4,1174
A00003011,Credit,4178.6,65,,,,,,,,,,,,20240.9,1947
A00003012,Credit,32432.2,31,,,,,,,,,,,,41907.3,622
A00003013,Credit,1490.7,14,,,,,,,,,,,,17899.8,387
A00003014,Credit,1687307.9,124,,,,,,,,,,,,31665.5,1399
A00003015,Credit,2962.1,27,,,,,,,,,,,,26188.9,929
A00003016,Credit,581609.5,74,,,,,,,,,,,,46276.3,1042
A00003017,Credit,1095204.0,106,,,,,,,,,,,,32446.6,1602
A00003018,Credit,703568.2,57,,,,,,,,,,,,8882.4,739
A00003019,Credit,597743.2,66,,,,,,,,,,,,15128.9,984
A00003020,Credit,226398.3,108,,,,,,,,,,,,49853.7,874
A00003021,Credit,12779.1,35,L00005591,155616.0,48.0,3242.0,C,2016.0,12.0,4.0,2016-12-04,18.0,home,20170.3,985
A00003022,Credit,2713.0,23,,,,,,,,,,,,23596.1,792
A00003023,Credit,1929.2,16,,,,,,,,,,,,30508.0,443
A00003024,Credit,2509.6,22,,,,,,,,,,,,18794.0,743
A00003025,Credit,1559.8,11,,,,,,,,,,,,15933.6,369
A00003026,Credit,1591446.7,143,,,,,,,,,,,,68293.6,2142
A00003027,Credit,3310.4,29,,,,,,,,,,,,24207.0,976
A00003028,Credit,4719.8,60,,,,,,,,,,,,15114.4,1933
A00003029,Credit,2349.9,22,,,,,,,,,,,,26734.3,737
A00003030,Credit,4848.2,51,,,,,,,,,,,,24550.4,1653
A00003031,Credit,2126.2,23,,,,,,,,,,,,21173.1,661
A00003032,Credit,6691.3,64,,,,,,,,,,,,50394.5,2033
A00003033,Credit,1427.2,9,,,,,,,,,,,,19297.1,386
A00003035,Credit,16992.8,65,,,,,,,,,,,,50309.6,1963
A00003036,Credit,1010931.3,102,,,,,,,,,,,,16078.3,1695
A00003037,Credit,1164790.2,103,L00005593,277884.0,36.0,7719.0,D,2016.0,4.0,18.0,2016-04-18,18.0,home,6027.1,1649
A00003038,Credit,1747360.2,98,,,,,,,,,,,,63912.1,977
A00003039,Credit,708872.2,148,,,,,,,,,,,,78241.1,1847
A00003040,Credit,3280.1,30,,,,,,,,,,,,22756.6,880
A00003041,Credit,180991.8,78,,,,,,,,,,,,17382.8,1001
A00003042,Credit,1060376.5,131,,,,,,,,,,,,45156.2,1932
A00003043,Credit,2043.3,21,,,,,,,,,,,,15993.7,732
A00003044,Credit,2443.1,24,,,,,,,,,,,,18097.9,838
A00003045,Credit,4196.7,39,,,,,,,,,,,,17126.2,1302
A00003046,Credit,24600.8,24,,,,,,,,,,,,13129.1,507
A00003047,Credit,5984.3,67,,,,,,,,,,,,21989.3,2143
A00003048,Credit,175526.6,23,,,,,,,,,,,,75106.5,370
A00003049,Credit,89483.0,84,,,,,,,,,,,,62963.2,1575
A00003050,Credit,42099.6,75,L00005595,82896.0,12.0,6908.0,A,2014.0,9.0,2.0,2014-09-02,18.0,home,55904.2,2063
A00003051,Credit,1972996.6,110,,,,,,,,,,,,53124.0,1095
A00003052,Credit,116609.6,25,,,,,,,,,,,,26009.3,600
A00003053,Credit,937879.0,141,,,,,,,,,,,,86982.1,1956
A00003055,Credit,4541.1,29,,,,,,,,,,,,40341.1,949
A00003056,Credit,5937.5,57,,,,,,,,,,,,32991.5,1835
A00003057,Credit,343278.8,36,,,,,,,,,,,,40251.6,526
A00003058,Credit,1078169.0,102,,,,,,,,,,,,62491.5,1530
A00003059,Credit,548207.1,46,,,,,,,,,,,,48278.6,684
A00003060,Credit,411607.3,39,,,,,,,,,,,,43102.8,570
A00003061,Credit,3136.1,39,,,,,,,,,,,,21258.0,1149
A00003062,Credit,1348.8,13,,,,,,,,,,,,20562.1,503
A00003063,Credit,9022.0,64,,,,,,,,,,,,43081.8,2045
A00003064,Credit,780910.1,166,L00005599,15420.0,12.0,1285.0,A,2015.0,3.0,21.0,2015-03-21,18.0,car,56126.0,2048
A00003066,Credit,418635.3,63,,,,,,,,,,,,44835.3,871
A00003067,Credit,171102.19999999998,54,,,,,,,,,,,,21533.2,700
A00003068,Credit,6560.8,65,,,,,,,,,,,,36920.3,2076
A00003069,Credit,1754392.3,139,,,,,,,,,,,,83497.6,2112
A00003070,Credit,298961.6,34,,,,,,,,,,,,16933.0,497
A00003071,Credit,724514.9,56,,,,,,,,,,,,72813.5,819
A00003072,Credit,1634799.9,135,,,,,,,,,,,,17010.4,2035
A00003074,Credit,1785817.7,122,,,,,,,,,,,,33723.1,1545
A00003075,Credit,1612.9,15,,,,,,,,,,,,28205.9,554
A00003076,Credit,5869.9,66,,,,,,,,,,,,28361.2,2105
A00003077,Credit,325397.8,43,,,,,,,,,,,,68530.7,624
A00003078,Credit,4524.3,62,,,,,,,,,,,,21118.1,1994
A00003079,Credit,3204.7,31,,,,,,,,,,,,19307.0,1039
A00003080,Credit,2918.6,36,,,,,,,,,,,,24239.6,1159
A00003082,Credit,165965.1,28,,,,,,,,,,,,22684.3,410
A00003083,Credit,529459.0,43,,,,,,,,,,,,61025.2,653
A00003084,Credit,856146.9,79,L00005606,253512.0,36.0,7042.0,D,2016.0,8.0,28.0,2016-08-28,18.0,home,69241.4,1068
A00003085,Credit,245380.3,38,,,,,,,,,,,,14773.3,546
A00003086,Credit,1440703.6,127,,,,,,,,,,,,108917.0,1885
A00003087,Credit,4782.9,62,,,,,,,,,,,,25364.1,1853
A00003088,Credit,826779.6,68,,,,,,,,,,,,60996.6,1028
A00003089,Credit,1325004.7,90,,,,,,,,,,,,93069.5,912
A00003090,Credit,846615.7,55,,,,,,,,,,,,61904.4,751
A00003091,Credit,1088330.2,129,,,,,,,,,,,,65286.0,1876
A00003092,Credit,3500.8,33,,,,,,,,,,,,18129.7,1107
A00003093,Credit,602392.2,51,,,,,,,,,,,,43600.4,770
A00003094,Credit,1012860.7,122,,,,,,,,,,,,46964.2,1837
A00003096,Credit,1492348.6,134,,,,,,,,,,,,33720.5,2011
A00003097,Credit,20709.100000000002,23,,,,,,,,,,,,10571.3,504
A00003098,Credit,274121.0,70,,,,,,,,,,,,33009.9,836
A00003099,Credit,6962.6,65,,,,,,,,,,,,19065.1,2051
A00003100,Credit,398751.1,38,,,,,,,,,,,,18520.4,557
A00003101,Credit,4624.9,55,,,,,,,,,,,,20932.5,1768
A00003102,Credit,240147.8,27,,,,,,,,,,,,48034.8,403
A00003103,Credit,87228.0,20,,,,,,,,,,,,37127.6,450
A00003104,Credit,34017.4,27,,,,,,,,,,,,16158.1,611
A00003105,Credit,1679.1,10,,,,,,,,,,,,21921.1,405
A00003106,Credit,483284.3,34,,,,,,,,,,,,45057.3,461
A00003107,Credit,12338.1,58,,,,,,,,,,,,101046.2,1867
A00003108,Credit,4712.3,66,,,,,,,,,,,,15166.8,2118
A00003109,Credit,112360.3,60,,,,,,,,,,,,-4259.0,1363
A00003110,Credit,230576.9,66,,,,,,,,,,,,31049.4,718
A00003111,Credit,792833.1,79,,,,,,,,,,,,38158.0,1149
A00003112,Credit,2450558.4,144,L00005610,123216.0,48.0,2567.0,C,2016.0,2.0,24.0,2016-02-24,18.0,home,77827.5,1602
A00003113,Credit,2355804.3,145,,,,,,,,,,,,29568.0,1963
A00003114,Credit,261905.3,82,,,,,,,,,,,,44960.9,929
A00003115,Credit,7944.3,38,L00005611,321180.0,60.0,5353.0,C,2016.0,11.0,15.0,2016-11-15,18.0,home,21995.1,1009
A00003116,Credit,650866.8,68,,,,,,,,,,,,48825.1,1000
A00003117,Credit,6159.5,67,,,,,,,,,,,,19910.3,2136
A00003118,Credit,615510.5,71,,,,,,,,,,,,56472.9,1026
A00003119,Credit,2298.8,21,,,,,,,,,,,,21625.7,608
A00003120,Credit,3164.1,27,,,,,,,,,,,,26244.9,924
A00003121,Credit,3111.3,35,,,,,,,,,,,,15411.9,1028
A00003122,Credit,220512.7,50,,,,,,,,,,,,44688.1,598
A00003124,Credit,694730.6,86,,,,,,,,,,,,42533.6,1297
A00003125,Credit,191556.1,54,,,,,,,,,,,,21743.4,745
A00003126,Credit,203332.1,64,,,,,,,,,,,,22488.1,849
A00003127,Credit,2216415.4,163,,,,,,,,,,,,40042.2,1971
A00003128,Credit,378570.2,102,,,,,,,,,,,,65842.4,1455
A00003129,Credit,6083.2,62,,,,,,,,,,,,19380.3,1852
A00003130,Credit,6621.2,31,,,,,,,,,,,,88995.3,1016
A00003131,Credit,6765.1,42,,,,,,,,,,,,58808.1,1165
A00003132,Credit,310681.8,91,,,,,,,,,,,,19072.9,1180
A00003133,Credit,1416325.5,136,,,,,,,,,,,,52506.0,2026
A00003134,Credit,1228090.1,114,,,,,,,,,,,,71929.0,1707
A00003135,Credit,1321565.0,123,,,,,,,,,,,,87937.7,1830
A00003136,Credit,842505.1,141,,,,,,,,,,,,70003.5,1972
A00003137,Credit,6624.3,26,L00005614,253560.0,60.0,4226.0,C,2018.0,9.0,21.0,2018-09-21,18.0,home,50782.2,746
A00003138,Credit,131139.8,76,,,,,,,,,,,,14116.2,994
A00003139,Credit,220602.2,30,,,,,,,,,,,,15250.2,1192
A00003140,Credit,166755.6,48,,,,,,,,,,,,16199.1,597
A00003141,Credit,296475.8,91,,,,,,,,,,,,101775.6,1455
A00003142,Credit,4005.6,48,,,,,,,,,,,,23656.8,1569
A00003143,Credit,315747.7,75,L00005616,130896.0,24.0,5454.0,C,2018.0,5.0,15.0,2018-05-15,18.0,home,52129.1,804
A00003144,Credit,2951.9,31,,,,,,,,,,,,15834.2,1027
A00003145,Credit,6931.8,62,,,,,,,,,,,,43923.0,1854
A00003146,Credit,44412.8,84,,,,,,,,,,,,24120.7,1892
A00003147,Credit,643862.7,100,,,,,,,,,,,,63599.7,1366
A00003148,Credit,43871.3,56,,,,,,,,,,,,29406.1,1138
A00003149,Credit,301545.1,67,,,,,,,,,,,,46160.0,917
A00003151,Credit,463538.2,78,,,,,,,,,,,,107238.7,1044
A00003152,Credit,855889.4,134,,,,,,,,,,,,42234.1,1994
A00003153,Credit,1859846.5,96,,,,,,,,,,,,79068.5,909
A00003154,Credit,443802.0,38,,,,,,,,,,,,89400.3,547
A00003155,Credit,596198.2,58,,,,,,,,,,,,35510.3,854
A00003156,Credit,468617.1,31,,,,,,,,,,,,63430.1,410
A00003157,Credit,8958.1,65,,,,,,,,,,,,46098.7,1938
A00003158,Credit,2376.4,28,,,,,,,,,,,,23402.0,819
A00003160,Credit,1359670.9,110,,,,,,,,,,,,95155.0,1656
A00003161,Credit,793881.5,63,L00005620,30012.0,12.0,2501.0,C,2018.0,6.0,16.0,2018-06-16,18.0,home_improvement,36336.5,857
A00003162,Credit,783555.2,71,,,,,,,,,,,,53181.0,957
A00003163,Credit,883212.6,51,,,,,,,,,,,,88494.2,586
A00003164,Credit,5756.0,57,,,,,,,,,,,,35629.9,1833
A00003166,Credit,2109232.1,160,L00005624,177744.0,48.0,3703.0,D,2015.0,1.0,3.0,2015-01-03,18.0,home,65363.9,1969
A00003167,Credit,1215699.7,106,,,,,,,,,,,,100113.2,1606
A00003168,Credit,8058.3,67,,,,,,,,,,,,39226.7,2140
A00003169,Credit,242463.3,26,,,,,,,,,,,,20515.0,377
A00003170,Credit,336631.1,91,,,,,,,,,,,,43383.4,1084
A00003171,Credit,5919.4,60,,,,,,,,,,,,23710.2,1920
A00003172,Credit,1558.3,16,,,,,,,,,,,,18120.9,583
A00003173,Credit,5805.8,64,,,,,,,,,,,,23060.4,2056
A00003174,Credit,1211.1,9,,,,,,,,,,,,26452.8,386
A00003175,Credit,2342.4,28,,,,,,,,,,,,19991.0,814
A00003176,Credit,1641.5,19,,,,,,,,,,,,13324.6,645
A00003177,Credit,136822.6,32,,,,,,,,,,,,35922.2,750
A00003178,Credit,2457.3,29,,,,,,,,,,,,19540.0,978
A00003179,Credit,446000.8,57,,,,,,,,,,,,35866.7,832
A00003180,Credit,550397.2,62,,,,,,,,,,,,47522.3,926
A00003181,Credit,451572.5,176,,,,,,,,,,,,55167.0,2055
A00003182,Credit,448616.7,50,,,,,,,,,,,,16554.3,741
A00003183,Credit,6842.8,58,,,,,,,,,,,,29113.9,1735
A00003184,Credit,5925.1,56,,,,,,,,,,,,26270.9,1777
A00003185,Credit,262161.4,40,,,,,,,,,,,,51980.9,520
A00003186,Credit,992929.5,88,,,,,,,,,,,,52446.3,1313
A00003187,Credit,42444.1,34,,,,,,,,,,,,13527.2,376
A00003188,Credit,378361.3,46,,,,,,,,,,,,17399.2,679
A00003189,Credit,734703.7,79,L00005625,222180.0,60.0,3703.0,D,2016.0,12.0,15.0,2016-12-15,59.0,home,17262.3,1128
A00003190,Credit,283046.2,53,,,,,,,,,,,,41994.0,731
A00003191,Credit,297752.9,59,,,,,,,,,,,,18491.5,835
A00003192,Credit,358274.2,68,,,,,,,,,,,,56465.8,886
A00003193,Credit,698608.5,70,,,,,,,,,,,,15655.0,1038
A00003194,Credit,302355.1,43,,,,,,,,,,,,24932.0,621
A00003195,Credit,395831.7,154,,,,,,,,,,,,55469.0,1946
A00003196,Credit,9175.1,58,,,,,,,,,,,,45107.9,1844
A00003197,Credit,5139.4,57,,,,,,,,,,,,27927.8,1832
A00003199,Credit,7433.3,32,,,,,,,,,,,,53811.5,938
A00003200,Credit,1049766.0,88,,,,,,,,,,,,53351.4,1168
A00003201,Credit,643055.2,137,,,,,,,,,,,,62750.7,1719
A00003202,Credit,2505.3,20,,,,,,,,,,,,19908.9,575
A00003203,Credit,3459.9,42,,,,,,,,,,,,13025.0,1242
A00003204,Credit,412603.6,62,,,,,,,,,,,,64038.6,901
A00003205,Credit,3611.9,33,,,,,,,,,,,,32121.5,1110
A00003206,Credit,621674.3,62,,,,,,,,,,,,56943.1,922
A00003208,Credit,663323.2,43,,,,,,,,,,,,22647.6,514
A00003209,Credit,215705.1,26,,,,,,,,,,,,15510.7,386
A00003210,Credit,1798107.8,136,,,,,,,,,,,,35026.4,2054
A00003211,Credit,1330.2,20,,,,,,,,,,,,21289.9,570
A00003212,Credit,84868.6,102,,,,,,,,,,,,62612.2,1985
A00003213,Credit,4761.0,65,,,,,,,,,,,,17924.9,2089
A00003214,Credit,1465.6,21,,,,,,,,,,,,19761.3,600
A00003216,Credit,1571498.4,101,,,,,,,,,,,,28668.2,1238
A00003217,Credit,828682.5,57,,,,,,,,,,,,84952.2,617
A00003218,Credit,5063.9,58,,,,,,,,,,,,21804.9,1873
A00003219,Credit,737147.2,68,,,,,,,,,,,,39930.4,1010
A00003220,Credit,1450204.5,130,,,,,,,,,,,,51982.9,1965
A00003221,Credit,9405.6,62,,,,,,,,,,,,45841.8,1962
A00003222,Credit,5609.7,62,,,,,,,,,,,,20495.4,1989
A00003223,Credit,1922759.1,141,,,,,,,,,,,,27740.9,1850
A00003224,Credit,3133.8,27,,,,,,,,,,,,24152.1,781
A00003225,Credit,1403994.0,130,,,,,,,,,,,,85171.9,1886
A00003226,Credit,305500.3,130,,,,,,,,,,,,25809.5,1586
A00003227,Credit,807160.8,61,,,,,,,,,,,,94658.9,920
A00003228,Credit,1214444.3,70,,,,,,,,,,,,50136.1,792
A00003229,Credit,1237871.8,90,L00005634,39024.0,12.0,3252.0,A,2017.0,5.0,1.0,2017-05-01,59.0,home_improvement,14288.4,1139
A00003230,Credit,1610141.2,104,L00005635,77184.0,36.0,2144.0,C,2016.0,10.0,4.0,2016-10-04,59.0,home,107612.1,1391
A00003231,Credit,4967.2,42,,,,,,,,,,,,25603.7,1353
A00003232,Credit,1979.1,28,,,,,,,,,,,,11948.6,820
A00003233,Credit,1605909.1,116,,,,,,,,,,,,78963.9,1399
A00003234,Credit,33242.0,50,,,,,,,,,,,,14020.2,1202
A00003235,Credit,970429.9,96,,,,,,,,,,,,95598.7,1435
A00003236,Credit,1868.1,19,,,,,,,,,,,,17331.6,679
A00003237,Credit,1243753.5,135,,,,,,,,,,,,67581.6,1916
A00003238,Credit,866126.5,73,,,,,,,,,,,,58086.2,1089
A00003239,Credit,672273.6,62,,,,,,,,,,,,29700.3,925
A00003240,Credit,894703.1,63,,,,,,,,,,,,5490.6,946
A00003241,Credit,9781.5,63,,,,,,,,,,,,72395.2,1994
A00003242,Credit,245827.8,57,,,,,,,,,,,,22395.4,669
A00003243,Credit,5328.8,60,,,,,,,,,,,,18978.0,1877
A00003244,Credit,4437.7,49,,,,,,,,,,,,18006.8,1447
A00003245,Credit,1958.4,16,,,,,,,,,,,,19592.5,553
A00003246,Credit,568194.7,153,,,,,,,,,,,,14081.7,2026
A00003247,Credit,270659.0,80,,,,,,,,,,,,26910.6,994
A00003248,Credit,2920.3,28,,,,,,,,,,,,21671.4,964
A00003249,Credit,603889.4,55,L00005638,68124.0,12.0,5677.0,A,2017.0,8.0,27.0,2017-08-27,59.0,home,57644.6,811
A00003250,Credit,4508.2,49,,,,,,,,,,,,19940.1,1455
A00003251,Credit,4429.7,40,,,,,,,,,,,,35081.7,1323
A00003252,Credit,4316.3,44,,,,,,,,,,,,30004.4,1298
A00003253,Credit,2087543.4,150,,,,,,,,,,,,65645.9,1752
A00003254,Credit,370976.3,91,,,,,,,,,,,,16581.2,1222
A00003255,Credit,138479.3,81,,,,,,,,,,,,127380.1,1920
A00003256,Credit,296955.0,54,,,,,,,,,,,,30322.8,772
A00003258,Credit,1902763.6,152,,,,,,,,,,,,88803.7,2035
A00003259,Credit,72545.1,89,,,,,,,,,,,,51704.1,1725
A00003260,Credit,3166150.8,205,,,,,,,,,,,,61344.3,2107
A00003261,Credit,700726.9,156,,,,,,,,,,,,22328.0,2003
A00003262,Credit,481399.8,37,,,,,,,,,,,,54389.8,557
A00003263,Credit,74959.3,43,,,,,,,,,,,,42960.0,990
A00003264,Credit,5711.4,59,,,,,,,,,,,,27832.8,1895
A00003265,Credit,1453077.5,91,,,,,,,,,,,,31759.3,1006
A00003266,Credit,3046.0,18,,,,,,,,,,,,35614.2,642
A00003267,Credit,894772.2,138,,,,,,,,,,,,47192.6,1989
A00003268,Credit,5072.7,60,,,,,,,,,,,,23205.3,1928
A00003269,Credit,1395122.4,97,,,,,,,,,,,,74964.5,1215
A00003270,Credit,862684.9,84,,,,,,,,,,,,65717.5,1241
A00003271,Credit,15513.3,30,,,,,,,,,,,,19265.5,810
A00003272,Credit,633393.4,59,,,,,,,,,,,,34337.3,853
A00003273,Credit,13988.9,74,L00005643,94512.0,12.0,7876.0,B,2017.0,9.0,21.0,2017-09-21,59.0,home,-6138.6,1098
A00003274,Credit,379779.2,32,,,,,,,,,,,,28328.1,470
A00003275,Credit,431150.1,119,,,,,,,,,,,,21634.3,1646
A00003276,Credit,105673.6,33,,,,,,,,,,,,42727.4,367
